,buy price,delta,gamma,theta,vega,rho,iv,rsi_10,rsi_20,rsi_30,dff1,dff2,sma_10,percentb,close price,win,win_loss
389,3.05,0.808179864,0.039527045,-650.7378423,0.19255053,0.031958061,0.140753027,57.8715824,60.55079422,62.09850997,-2.679211823,-1.547715751,-2.792,0.731388672,3.73,0.6800000000000002,1
390,3.17,0.877173701,0.031722236,-601.1142336,0.192048146,0.033006754,0.130173515,86.71830484,74.11380777,68.25790193,12.60449707,5.855905839,-2.792,0.981952334,2.86,-0.31000000000000005,0
394,2.37,0.705553003,0.067715503,-886.5828919,0.160296404,0.020914083,0.125811607,73.04341537,64.95215043,62.37984979,8.091264942,2.572300644,0.129,1.171006692,1.61,-0.76,0
397,2.24,0.746350801,0.088447857,-455.5650143,0.184666674,0.027935064,0.077689245,72.67474546,64.88431216,61.67014306,7.790433302,3.214169094,2.179,1.024723358,2.72,0.48,1
398,2.21,0.817186294,0.072037024,-461.1690465,0.184399907,0.028534378,0.078745713,87.88182194,78.89538288,73.27380838,8.986439067,5.621574498,2.179,1.20469918,1.76,-0.44999999999999996,0
403,1.62,0.600439807,0.095047189,-712.2202314,0.163595505,0.02107082,0.098811713,80.18026362,67.65328065,62.70654356,12.52698298,4.946737083,2.601,1.202146791,1.96,0.33999999999999986,1
404,2.09,0.661729553,0.085767012,-745.8092519,0.163633841,0.021322091,0.10348553,82.57669726,73.16008191,68.06280849,9.416615347,5.09727342,2.601,0.994915686,2.61,0.52,1
405,2.02,0.752562593,0.077527454,-711.6469519,0.163601878,0.021839526,0.098688113,74.80888182,66.40817036,64.00637773,8.400711462,2.401792634,2.601,1.167050067,2.52,0.5,1
406,2.53,0.82435438,0.065837484,-683.4210774,0.163438322,0.022320328,0.094799691,82.99616181,75.37074268,71.41435357,7.625419137,3.95638911,2.601,0.994562857,2.68,0.15000000000000036,1
407,3.72,0.982922682,0.011843119,-4884.2317,0.081820941,0.005477119,0.170927077,71.07737023,68.48803989,67.03213703,2.589330341,1.455902854,1.555,0.915507548,4.55,0.8299999999999996,1
408,3.64,0.665791804,0.047070874,-1339.753172,0.165951276,0.020959621,0.184178048,83.06219584,75.56607829,72.02046889,7.496117551,3.545609402,1.555,1.306170433,4.4,0.7600000000000002,1
409,3.16,0.730271053,0.043496885,-1313.365551,0.166084386,0.02133027,0.180366289,73.396367,68.16626838,65.24867228,5.230098621,2.917596096,1.555,1.011889414,2.21,-0.9500000000000002,0
410,3.37,0.56454406,0.083548548,-2315.313637,0.117234362,0.01030849,0.159689647,74.55468008,70.09599961,66.96821618,4.458680465,3.127783426,2.905,0.879275117,4.12,0.75,1
411,3.51,0.626077859,0.052423814,-687.5587798,0.203346224,0.031898056,0.140916113,83.1242869,72.79395001,68.90667772,10.33033689,3.887272293,2.905,1.206742405,3.31,-0.19999999999999973,0
416,4.82,0.722274207,0.034470367,-1200.752578,0.187958768,0.026836242,0.203513453,77.92346134,69.65680245,66.01112854,8.266658887,3.645673911,1.081,1.1313649,5.79,0.9699999999999998,1
417,4.73,0.596772748,0.037912697,-966.3739901,0.207566776,0.031630176,0.194684863,68.71201689,66.85273659,64.83792583,1.859280308,2.014810756,1.081,0.883802461,5.73,1.0,1
418,4.15,0.691472117,0.035756717,-928.5448355,0.207942381,0.032610457,0.186616514,77.22496328,70.75366395,68.08127094,6.471299328,2.672393011,1.081,0.988537706,5.01,0.8599999999999994,1
419,3.94,0.749128664,0.035023927,-855.9978252,0.208040458,0.033398572,0.17179063,58.4650886,62.3635066,62.59018406,-3.898417998,-0.226677466,1.081,0.764826234,2.74,-1.1999999999999997,0
420,3.82,0.931130328,0.017114253,-942.5651765,0.189107268,0.029936125,0.158344301,79.17247384,71.95424878,67.42091609,7.218225056,4.533332685,1.08,1.059488432,2.66,-1.1599999999999997,0
421,2.98,0.953892754,0.019113318,-864.4738914,0.168733602,0.024376008,0.116342404,55.72378109,56.34628271,54.08227384,-0.622501621,2.264008867,2.802,0.695668677,3.64,0.6600000000000001,1
422,3.01,0.972973156,0.012521807,-846.8928428,0.168152195,0.024841821,0.114322512,73.28800759,65.19474265,60.42215244,8.093264942,4.772590208,2.802,0.874670955,2.01,-1.0,0
423,4.16,0.972973156,0.012521807,-846.8928428,0.168152195,0.024841821,0.114322512,73.64534148,69.24815413,66.8376672,4.397187349,2.410486934,4.461,1.462453472,5.12,0.96,1
424,3.87,0.687186033,0.046368734,-724.6722797,0.210073615,0.033475396,0.143773347,80.68848349,75.85949629,73.15854347,4.828987205,2.700952815,4.461,1.002948942,2.55,-1.3200000000000003,0
432,4.17,0.63931414,0.051200055,-1948.858746,0.148278081,0.015996129,0.195091213,27.77751894,44.42433729,49.44674536,-16.64681835,-5.022408068,0.47,-0.074820738,2.82,-1.35,0
433,3.43,0.566137712,0.092530834,-536.0346129,0.192207587,0.027637812,0.088080505,72.19491337,63.99631622,60.62589451,8.198597145,3.370421713,1.84,1.085196743,2.32,-1.1100000000000003,0
