Date,Volume,dow,month,dom,yest_p_diff,ten,hike_prob,cut_prob,dollar,oil_price,oil_change,CPI,job_1,job_2,job_3,CNN,CNN_dif,y_lag_1,y_lag_2,y_lag_3,y_lag_4,y_lag_5,y_lag_6,tom_resid
2021-05-18,59810240.0,1.0,5.0,18.0,0.009589641,1.64,8.0,0.0,89.75,486011.0,1320.0,4.92,467000.0,3618000.0,513000.0,34.8333,-0.76669693,0.7667565536498842,9.506115989685043,6.898922233581516,-4.554759826660131,-0.02315811157228609,-0.45617633819580305,1.2179598
2021-05-19,106467100.0,2.0,5.0,19.0,0.008379889,1.676,11.0,0.0,90.19,486011.0,1320.0,4.92,467000.0,3618000.0,513000.0,31.8667,-2.9666023,-0.41554122924804915,0.7667565536498842,9.506115989685043,6.898922233581516,-4.554759826660131,-0.02315811157228609,7.015534
2021-05-20,78022220.0,3.0,5.0,20.0,-0.004651275,1.628,10.0,0.0,89.81,486011.0,1320.0,4.92,467000.0,3618000.0,513000.0,33.3667,1.5,1.2179597473144668,-0.41554122924804915,0.7667565536498842,9.506115989685043,6.898922233581516,-4.554759826660131,3.3156571
2021-05-21,76578660.0,4.0,5.0,21.0,0.0043657706,1.623,7.0,0.0,90.02,484349.0,-1662.0,4.92,467000.0,3618000.0,513000.0,29.7,-3.6666985,7.015533714294406,1.2179597473144668,-0.41554122924804915,0.7667565536498842,9.506115989685043,6.898922233581516,5.650756
2021-05-24,51376700.0,0.0,5.0,24.0,-0.004997131,1.603,7.0,0.0,89.84,484349.0,-1662.0,4.92,441000.0,3575000.0,479750.0,29.8667,-3.6666985,3.3156570816040016,7.015533714294406,1.2179597473144668,-0.41554122924804915,0.7667565536498842,9.506115989685043,1.1624444
2021-05-25,57451400.0,1.0,5.0,25.0,0.00047724723,1.56,7.0,0.0,89.64,484349.0,-1662.0,4.92,441000.0,3575000.0,479750.0,26.6,-3.2666988,5.650755805969254,3.3156570816040016,7.015533714294406,1.2179597473144668,-0.41554122924804915,0.7667565536498842,0.8985751
2021-05-26,43088620.0,2.0,5.0,26.0,-0.002098786,1.581,7.0,0.0,90.04,484349.0,-1662.0,4.92,441000.0,3575000.0,479750.0,28.9333,2.3332996,1.1624443435669036,5.650755805969254,3.3156570816040016,7.015533714294406,1.2179597473144668,-0.41554122924804915,2.0119991
2021-05-27,56707680.0,3.0,5.0,27.0,-0.0022140748,1.606,8.0,0.0,89.97,484349.0,-1662.0,4.92,441000.0,3575000.0,479750.0,29.8667,0.9333992,0.8985751342773369,1.1624443435669036,5.650755805969254,3.3156570816040016,7.015533714294406,1.2179597473144668,2.052042
2021-05-28,58520160.0,4.0,5.0,28.0,-0.0069101914,1.581,11.0,0.0,90.03,479270.0,-5079.0,4.92,441000.0,3575000.0,479750.0,31.9333,2.0666008,2.0119991683960166,0.8985751342773369,1.1624443435669036,5.650755805969254,3.3156570816040016,7.015533714294406,1.3518704
2021-06-01,54216630.0,1.0,6.0,1.0,-9.516333e-05,1.606,9.0,0.0,89.83,479270.0,-5079.0,5.28,427000.0,3422000.0,457250.0,35.0,2.0666008,2.052042045593282,2.0119991683960166,0.8985751342773369,1.1624443435669036,5.650755805969254,3.3156570816040016,3.1665325
2021-06-02,49097060.0,2.0,6.0,2.0,0.00219691,1.589,8.0,0.0,89.91,479270.0,-5079.0,5.28,427000.0,3422000.0,457250.0,42.0667,7.0667,1.3518704605102698,2.052042045593282,2.0119991683960166,0.8985751342773369,1.1624443435669036,5.650755805969254,-0.368072
2021-06-03,58138760.0,3.0,6.0,3.0,0.004377662,1.625,7.0,0.0,90.51,479270.0,-5079.0,5.28,427000.0,3422000.0,457250.0,41.6,-0.4667015,3.1665325927734216,1.3518704605102698,2.052042045593282,2.0119991683960166,0.8985751342773369,1.1624443435669036,5.458011
2021-06-04,55938790.0,4.0,6.0,4.0,-0.00094744074,1.557,7.0,0.0,90.14,474029.0,-5241.0,5.28,427000.0,3422000.0,457250.0,42.7667,1.1667023,-0.36807201385499866,3.1665325927734216,1.3518704605102698,2.052042045593282,2.0119991683960166,0.8985751342773369,0.5804104
2021-06-07,51555030.0,0.0,6.0,7.0,-0.0019655204,1.569,5.0,0.0,89.95,474029.0,-5241.0,5.28,420000.0,3350000.0,438750.0,43.7333,1.1667023,5.458011245727562,-0.36807201385499866,3.1665325927734216,1.3518704605102698,2.052042045593282,2.0119991683960166,2.9394038
2021-06-08,47134280.0,1.0,6.0,8.0,-0.003628602,1.538,4.0,0.0,90.08,474029.0,-5241.0,5.28,420000.0,3350000.0,438750.0,45.9,2.1667023,0.5804104232788063,5.458011245727562,-0.36807201385499866,3.1665325927734216,1.3518704605102698,2.052042045593282,2.0759377
2021-06-09,48436340.0,2.0,6.0,9.0,0.0015344303,1.492,3.0,0.0,90.12,474029.0,-5241.0,5.28,420000.0,3350000.0,438750.0,46.6333,0.73329926,2.939403800964328,0.5804104232788063,5.458011245727562,-0.36807201385499866,3.1665325927734216,1.3518704605102698,5.284282
2021-06-10,51020150.0,3.0,6.0,10.0,0.0002592444,1.437,4.0,0.0,90.08,474029.0,-5241.0,5.28,420000.0,3350000.0,438750.0,49.8667,3.2333984,2.075937652587868,2.939403800964328,0.5804104232788063,5.458011245727562,-0.36807201385499866,3.1665325927734216,5.2070365
2021-06-11,45570830.0,4.0,6.0,11.0,0.0019517471,1.454,3.0,0.0,90.56,466674.0,-7355.0,5.28,420000.0,3350000.0,438750.0,52.5,2.6333008,5.284282073974623,2.075937652587868,2.939403800964328,0.5804104232788063,5.458011245727562,-0.36807201385499866,4.423028
2021-06-14,42358480.0,0.0,6.0,14.0,-0.0022144741,1.497,7.0,0.0,90.52,466674.0,-7355.0,5.28,428000.0,3268000.0,429000.0,54.1,2.6333008,5.2070365524292015,5.284282073974623,2.075937652587868,2.939403800964328,0.5804104232788063,5.458011245727562,3.2867541
2021-06-15,51508510.0,1.0,6.0,15.0,-0.0059700077,1.489,7.0,0.0,90.54,466674.0,-7355.0,5.28,428000.0,3268000.0,429000.0,51.8667,-2.2332993,4.42302776336669,5.2070365524292015,5.284282073974623,2.075937652587868,2.939403800964328,0.5804104232788063,-0.023395196
2021-06-16,80386080.0,2.0,6.0,16.0,0.000710951,1.581,0.0,0.0,91.13,466674.0,-7355.0,5.28,428000.0,3268000.0,429000.0,44.7,-7.1666985,3.2867541122436705,4.42302776336669,5.2070365524292015,5.284282073974623,2.075937652587868,2.939403800964328,3.7608144
2021-06-17,90949660.0,3.0,6.0,17.0,-0.005229924,1.511,0.0,0.0,91.89,466674.0,-7355.0,5.28,428000.0,3268000.0,429000.0,42.7667,-1.9333,-0.023395195007310576,3.2867541122436705,4.42302776336669,5.2070365524292015,5.284282073974623,2.075937652587868,-3.5253448
2021-06-18,118676300.0,4.0,6.0,18.0,0.009646913,1.443,0.0,0.0,92.22,459060.0,-7614.0,5.28,428000.0,3268000.0,429000.0,31.8,-10.9667015,3.7608143997192656,-0.023395195007310576,3.2867541122436705,4.42302776336669,5.2070365524292015,5.284282073974623,8.826438
2021-06-21,72822030.0,0.0,6.0,21.0,0.0053414004,1.497,0.0,0.0,91.9,459060.0,-7614.0,5.28,422000.0,3263000.0,424250.0,33.4333,-10.9667015,-3.525344924926742,3.7608143997192656,-0.023395195007310576,3.2867541122436705,4.42302776336669,5.2070365524292015,6.47642
2021-06-22,57700300.0,1.0,6.0,22.0,-0.0013961192,1.467,0.0,0.0,91.76,459060.0,-7614.0,5.28,422000.0,3263000.0,424250.0,32.3667,-1.0666008,8.826438293457045,-3.525344924926742,3.7608143997192656,-0.023395195007310576,3.2867541122436705,4.42302776336669,2.0562491
2021-06-23,49445410.0,2.0,6.0,23.0,0.00049400143,1.485,0.0,0.0,91.8,459060.0,-7614.0,5.28,422000.0,3263000.0,424250.0,33.8333,1.4666023,6.476419792175307,8.826438293457045,-3.525344924926742,3.7608143997192656,-0.023395195007310576,3.2867541122436705,5.1331477
2021-06-24,45110290.0,3.0,6.0,24.0,0.0016642836,1.499,0.0,0.0,91.81,459060.0,-7614.0,5.28,422000.0,3263000.0,424250.0,37.2333,3.3999977,2.0562492370605696,6.476419792175307,8.826438293457045,-3.525344924926742,3.7608143997192656,-0.023395195007310576,2.4918978
2021-06-25,58129530.0,4.0,6.0,25.0,0.00070180366,1.524,0.0,0.0,91.85,452342.0,-6718.0,5.28,422000.0,3263000.0,424250.0,41.8333,4.6000023,5.133147811889671,2.0562492370605696,6.476419792175307,8.826438293457045,-3.525344924926742,3.7608143997192656,2.9953525
