index,delta,gamma,theta,vega,rho,iv,rsi_10,rsi_20,rsi_30,dff1,dff2,sma_10,percentb,clopen,op_current,cl_current,win_loss
156,0.749129,0.035024,-855.997825,0.208040,0.033399,1.717906e-01,58.465089,62.363507,62.590184,-3.898418,-0.226677,1.081,0.764826,1.002961,0.982033,0.984940,0.0
157,0.931130,0.017114,-942.565177,0.189107,0.029936,1.583443e-01,79.172474,71.954249,67.420916,7.218225,4.533333,1.080,1.059488,0.990094,0.992489,0.982658,0.0
158,0.953893,0.019113,-864.473891,0.168734,0.024376,1.163424e-01,55.723781,56.346283,54.082274,-0.622502,2.264009,2.802,0.695669,1.011356,0.992486,1.003757,1.0
159,0.972973,0.012522,-846.892843,0.168152,0.024842,1.143225e-01,73.288008,65.194743,60.422152,8.093265,4.772590,2.802,0.874671,1.011356,0.989959,1.001201,0.0
160,0.972973,0.012522,-846.892843,0.168152,0.024842,1.143225e-01,73.645341,69.248154,66.837667,4.397187,2.410487,4.461,1.462453,1.002421,0.991223,0.993624,1.0
161,0.687186,0.046369,-724.672280,0.210074,0.033475,1.437733e-01,80.688483,75.859496,73.158543,4.828987,2.700953,4.461,1.002949,1.002421,0.986654,0.989044,0.0
162,0.639314,0.051200,-1948.858746,0.148278,0.015996,1.950912e-01,27.777519,44.424337,49.446745,-16.646818,-5.022408,0.470,-0.074821,1.006215,0.992453,0.998621,0.0
163,0.566138,0.092531,-536.034613,0.192208,0.027638,8.808051e-02,72.194913,63.996316,60.625895,8.198597,3.370422,1.840,1.085197,1.011558,0.992217,1.003685,0.0
164,0.613366,0.063544,-1055.578468,0.196489,0.025147,1.217892e-01,72.100170,68.554726,66.082053,3.545444,2.472673,0.000,1.062647,0.998464,0.992020,0.990496,1.0
165,0.597191,0.063132,-471.770886,0.259917,0.044623,9.379743e-02,24.818453,35.214120,41.124733,-10.395667,-5.910613,0.000,-0.164020,1.005785,0.999788,1.005572,1.0
166,0.768693,0.057356,-511.397578,0.240397,0.040214,8.731083e-02,88.522947,78.026034,71.931079,10.496912,6.094956,0.000,1.288019,0.998841,1.000000,0.998841,1.0
167,-0.409171,0.065269,-560.858420,0.241672,-0.039440,1.001253e-01,72.593142,68.459665,66.409691,4.133477,2.049973,0.734,0.878240,0.998094,0.992392,0.990500,1.0
168,0.820007,0.049452,-666.405960,0.225415,0.034713,9.281598e-02,43.447444,46.098942,48.830072,-2.651498,-2.731131,2.655,0.187179,0.995054,0.993530,0.988617,1.0
169,0.820007,0.049452,-666.405960,0.225415,0.034713,9.281598e-02,77.245212,73.585447,70.212541,3.659765,3.372906,0.744,0.844950,0.987723,0.992508,0.980323,1.0
170,0.574957,0.054581,-691.272859,0.263055,0.041247,1.085583e-01,79.843246,70.121591,64.806709,9.721655,5.314882,-0.246,0.970456,1.002130,0.992110,0.994223,1.0
171,1.000000,0.000000,-28.307933,0.000000,0.056404,1.000000e-07,96.767902,93.060000,90.014697,3.707902,3.045303,1.926,1.663528,0.995010,1.000000,0.995010,1.0
172,0.562302,0.078520,-884.819694,0.216104,0.027680,9.247000e-02,75.610136,66.899305,62.655646,8.710831,4.243659,-0.371,1.066416,0.997492,0.992111,0.989623,1.0
173,0.570318,0.066956,-741.952550,0.241589,0.034654,9.663230e-02,40.276310,43.833197,46.002276,-3.556887,-2.169079,-0.514,0.133062,0.997323,0.993994,0.991333,0.0
174,1.000000,0.000000,-27.165906,0.000000,0.013532,1.000000e-07,90.996882,83.438317,78.826353,7.558566,4.611964,-3.682,1.171482,0.994877,0.992284,0.987200,0.0
175,0.609266,0.052671,-700.563077,0.257499,0.040675,1.124525e-01,49.226219,50.284229,50.055804,-1.058010,0.228425,-4.227,0.528942,0.996590,0.991929,0.988546,1.0
176,0.625024,0.048920,-972.596408,0.231784,0.033202,1.327094e-01,19.391874,22.260023,24.384100,-2.868149,-2.124077,-2.238,0.012239,1.012318,1.000461,1.012785,1.0
177,-0.446435,0.048157,-1017.784312,0.234338,-0.035925,1.412443e-01,81.792322,73.231923,68.424331,8.560399,4.807592,3.217,1.298091,0.994886,0.992528,0.987452,1.0
178,1.000000,0.000000,-28.811316,0.000000,0.028704,1.000000e-07,75.066684,65.535220,62.084046,9.531464,3.451174,-0.332,1.199185,0.996511,0.992216,0.988754,0.0
179,1.000000,0.000000,-28.811316,0.000000,0.028704,1.000000e-07,79.192039,70.938890,68.708125,8.253149,2.230765,3.525,1.411440,1.001605,0.992146,0.993739,1.0
180,0.672845,0.086258,-409.838845,0.279430,0.045892,5.950775e-02,66.855220,63.367058,61.592651,3.488162,1.774407,0.433,1.094252,1.002813,0.991703,0.994493,1.0
181,1.000000,0.000000,-30.071403,0.000000,0.044939,1.000000e-07,93.012286,88.091086,84.709048,4.921200,3.382038,0.488,0.999170,0.999511,1.000000,0.999511,1.0
182,1.000000,0.000000,-30.071403,0.000000,0.044939,1.000000e-07,81.730654,78.764373,75.442729,2.966282,3.321644,2.385,1.038758,0.997380,0.992396,0.989796,0.0
183,0.653647,0.119737,-550.185332,0.234124,0.031086,5.239020e-02,78.817739,71.076934,65.521995,7.740805,5.554939,2.746,0.910938,0.997938,0.992454,0.990407,1.0
184,0.541127,0.049359,-1011.828538,0.253943,0.035761,1.259533e-01,77.073257,68.884074,65.086756,8.189183,3.797318,-2.213,1.108145,1.000055,0.992372,0.992427,1.0
185,0.643254,0.063588,-1030.488414,0.227034,0.029471,1.026488e-01,83.879125,75.935791,69.657240,7.943334,6.278550,-3.816,0.985019,0.993945,0.992488,0.986478,1.0
186,0.924704,0.015155,-1148.541146,0.250820,0.039751,1.447949e-01,74.610837,67.826751,64.483593,6.784086,3.343158,-3.963,1.007958,0.987987,0.992348,0.980428,0.0
187,0.092652,0.015799,-14506.472927,0.106855,0.005745,3.890564e-01,33.743603,27.133050,25.655976,6.610553,1.477074,-2.574,0.230570,1.043123,0.990615,1.033333,1.0
188,0.739889,0.023007,-3709.125528,0.185404,0.019613,2.970889e-01,75.718877,62.748643,53.965339,12.970235,8.783304,-5.336,0.908698,0.996130,0.992016,0.988177,1.0
189,0.615629,0.030296,-1568.365837,0.244370,0.033955,2.040113e-01,72.475868,66.944952,63.029735,5.530916,3.915216,-5.420,0.907809,0.989469,0.992483,0.982032,1.0
190,0.907223,0.024198,-1185.256459,0.218485,0.030502,1.228645e-01,77.665076,73.978733,70.130122,3.686343,3.848611,-3.033,0.891640,1.001850,0.992542,0.994378,0.0
191,0.581813,0.037867,-985.505226,0.275625,0.042610,1.485351e-01,53.843570,54.159267,53.940559,-0.315698,0.218708,-2.294,0.758432,0.993498,0.991173,0.984729,0.0
192,0.939940,0.017741,-1156.388539,0.224176,0.032014,1.167127e-01,88.265157,83.442666,79.753471,4.822490,3.689196,-0.702,1.740712,0.988672,1.000000,0.988672,1.0
193,0.649925,0.068870,-946.749867,0.229554,0.029956,9.312781e-02,75.778603,69.852562,67.840920,5.926041,2.011643,0.300,0.023999,1.003120,0.999347,1.002465,1.0
194,1.000000,0.000000,-30.245442,0.000000,0.015066,1.000000e-07,83.587201,73.503096,68.631047,10.084105,4.872048,3.147,1.537545,0.999261,0.992361,0.991628,1.0
195,0.977966,0.006027,-1053.577334,0.249337,0.042047,1.333248e-01,82.157780,75.960884,72.671583,6.196896,3.289301,-1.914,1.017006,0.999802,0.992341,0.992144,0.0
196,0.600622,0.045216,-820.608053,0.294255,0.046321,1.153319e-01,71.714644,67.885175,65.793268,3.829469,2.091907,0.000,0.943024,1.000716,0.991638,0.992348,0.0
197,0.656566,0.074470,-871.650108,0.239994,0.031509,8.182235e-02,44.224118,46.336231,48.059536,-2.112113,-1.723306,1.093,1.035180,1.000139,0.999011,0.999150,1.0
198,0.569001,0.024295,-1532.570334,0.292172,0.043792,2.189918e-01,61.371573,57.771691,56.222228,3.599882,1.549463,-2.737,0.809325,0.997811,0.991320,0.989150,1.0
199,0.974694,0.005734,-1735.754858,0.237834,0.034456,1.657858e-01,97.858533,95.387840,93.275036,2.470693,2.112804,0.643,1.589373,0.996090,1.000000,0.996090,1.0
200,0.883142,0.047215,-731.498159,0.246068,0.034770,6.658143e-02,91.944883,84.289194,81.739675,7.655689,2.549519,2.942,0.977208,0.998408,1.000000,0.998408,1.0
201,-0.384561,0.067187,-704.959346,0.276207,-0.040714,8.373945e-02,73.826834,64.482438,61.150721,9.344396,3.331717,3.305,1.196251,1.005677,0.992129,0.997761,1.0
202,0.521698,0.054314,-1287.953326,0.244219,0.030689,1.195576e-01,82.612211,66.184500,58.688814,16.427711,7.495686,-4.194,1.013153,1.008136,0.992099,1.000171,1.0
203,0.704454,0.083588,-406.237173,0.305842,0.050821,5.364511e-02,70.150673,63.422188,61.057731,6.728485,2.364457,-2.665,1.050928,0.998388,0.991659,0.990061,0.0
204,0.566663,0.077524,-896.863485,0.249108,0.032081,8.112460e-02,19.934399,28.006468,32.507688,-8.072070,-4.501220,-0.762,-0.133531,1.006326,1.000151,1.006477,0.0
205,1.000000,0.000000,-32.100646,0.000000,0.063961,1.000000e-07,70.464850,63.898362,61.771251,6.566487,2.127111,-4.036,0.956525,0.994692,0.992486,0.987217,0.0
206,0.591031,0.034413,-1964.863397,0.241077,0.029945,1.855766e-01,70.733242,62.424191,58.967477,8.309050,3.456715,-2.601,1.068594,1.007996,0.990966,0.998890,1.0
207,0.949852,0.014965,-3346.200071,0.170781,0.016391,1.581635e-01,96.469351,91.478101,87.079147,4.991250,4.398953,-3.277,1.732938,0.986713,1.000000,0.986713,1.0
208,0.570937,0.042025,-897.316877,0.308436,0.048084,1.204317e-01,57.243517,53.193254,53.050351,4.050263,0.142902,3.736,0.652979,0.998301,0.992298,0.990612,0.0
209,0.526918,0.062914,-1114.292749,0.251859,0.031928,1.000533e-01,55.758818,48.838707,47.300447,6.920111,1.538261,4.275,1.195638,0.996325,1.000000,0.996325,1.0
210,0.214012,0.059429,-6831.039336,0.124786,0.007458,1.566601e-01,75.297132,68.963905,62.158664,6.333226,6.805241,2.244,0.869632,1.015045,0.991488,1.006405,1.0
211,0.562233,0.040518,-933.354264,0.306832,0.047622,1.260332e-01,72.436523,61.254521,57.216208,11.182001,4.038314,1.037,0.937069,1.000167,0.992972,0.993138,0.0
212,0.577199,0.042904,-575.352016,0.355028,0.064663,1.022050e-01,49.016431,43.336469,43.513240,5.679962,-0.176771,0.627,0.343187,1.010838,0.993101,1.003864,1.0
213,0.381793,0.057696,-1163.978935,0.246185,0.030207,1.070706e-01,71.074521,64.496698,62.563473,6.577823,1.933226,-2.908,1.074883,0.999915,0.992342,0.992258,1.0
214,0.734142,0.023959,-1693.944156,0.267704,0.038386,2.010579e-01,75.084494,66.192785,62.112099,8.891709,4.080687,-6.056,0.987435,0.999186,0.992129,0.991322,1.0
215,0.486538,0.027137,-1832.861948,0.269334,0.036166,2.164859e-01,78.531602,68.066766,62.210698,10.464837,5.856067,-6.450,1.204771,1.013136,0.992447,1.005484,0.0
