Date,residuals,dow,month,dom,yest_volume,yest_p_diff,CNN-2,CNN-dif-2,y_lag_1,y_lag_2,y_lag_3,y_lag_4,y_lag_5,y_lag_6
2022-11-07,-0.34840087890626137,0,11,7,84641060.0,0.002329842931937137,57.0,1.0,1.2372156143188704,-9.562246551513681,-12.715430145263667,-4.943056564331073,-3.869699516296407,6.796464462280255
2022-11-08,-1.2206144332885742,1,11,8,78495470.0,-0.01550263277470401,60.0,3.0,-0.34840087890626137,1.2372156143188704,-9.562246551513681,-12.715430145263667,-4.943056564331073,-3.869699516296407
2022-11-09,-10.261033172607426,2,11,9,141455800.0,0.016823329701791245,58.0,-2.0,-1.2206144332885742,-0.34840087890626137,1.2372156143188704,-9.562246551513681,-12.715430145263667,-4.943056564331073
2022-11-10,15.908956947326658,3,11,10,93839870.0,0.007327294170786218,54.0,-4.0,-10.261033172607426,-1.2206144332885742,-0.34840087890626137,1.2372156143188704,-9.562246551513681,-12.715430145263667
2022-11-11,1.9180362319946198,4,11,11,71893170.0,-0.0038975501113586264,60.0,6.0,15.908956947326658,-10.261033172607426,-1.2206144332885742,-0.34840087890626137,1.2372156143188704,-9.562246551513681
2022-11-14,-6.799859886169429,0,11,14,93194450.0,-0.006675198875755899,64.0,4.0,1.9180362319946198,15.908956947326658,-10.261033172607426,-1.2206144332885742,-0.34840087890626137,1.2372156143188704
2022-11-15,1.3304197692871185,1,11,15,68508450.0,-0.003363257048931557,63.0,-1.0,-6.799859886169429,1.9180362319946198,15.908956947326658,-10.261033172607426,-1.2206144332885742,-0.34840087890626137
2022-11-16,-4.927580642700207,2,11,16,74496260.0,0.009588068181818257,67.0,4.0,1.3304197692871185,-6.799859886169429,1.9180362319946198,15.908956947326658,-10.261033172607426,-1.2206144332885742
2022-11-17,-2.906839141845694,3,11,17,92922450.0,-0.004317854707976761,65.0,-2.0,-4.927580642700207,1.3304197692871185,-6.799859886169429,1.9180362319946198,15.908956947326658,-10.261033172607426
2022-11-18,0.9176810073852266,4,11,18,51243190.0,-0.00012671380420185857,61.0,-4.0,-2.906839141845694,-4.927580642700207,1.3304197692871185,-6.799859886169429,1.9180362319946198,15.908956947326658
2022-11-21,-3.423490676879908,0,11,21,60429030.0,0.008177044261065221,60.0,-1.0,0.9176810073852266,-2.906839141845694,-4.927580642700207,1.3304197692871185,-6.799859886169429,1.9180362319946198
2022-11-22,3.6124853134155046,1,11,22,68261630.0,0.007131852293623588,61.0,1.0,-3.423490676879908,0.9176810073852266,-2.906839141845694,-4.927580642700207,1.3304197692871185,-6.799859886169429
2022-11-23,-0.28235633850096065,2,11,23,30545430.0,0.0012427609176546615,61.0,0.0,3.6124853134155046,-3.423490676879908,0.9176810073852266,-2.906839141845694,-4.927580642700207,1.3304197692871185
2022-11-25,-1.0879210662841956,4,11,25,68021750.0,-0.008032128514056098,64.0,3.0,-0.28235633850096065,3.6124853134155046,-3.423490676879908,0.9176810073852266,-2.906839141845694,-4.927580642700207
2022-11-28,-8.065057601928686,0,11,28,52310040.0,-0.0020747412898818236,63.0,-1.0,-1.0879210662841956,-0.28235633850096065,3.6124853134155046,-3.423490676879908,0.9176810073852266,-2.906839141845694
2022-11-29,-2.5432839584350404,1,11,29,144566700.0,0.029900902668759805,60.0,-3.0,-8.065057601928686,-1.0879210662841956,-0.28235633850096065,3.6124853134155046,-3.423490676879908,0.9176810073852266
2022-11-30,11.441372566223151,2,11,30,76398170.0,-0.003412047719573829,58.0,-2.0,-2.5432839584350404,-8.065057601928686,-1.0879210662841956,-0.28235633850096065,3.6124853134155046,-3.423490676879908
2022-12-01,-1.5903712463378952,3,12,1,85342730.0,0.011452163869160318,74.0,16.0,11.441372566223151,-2.5432839584350404,-8.065057601928686,-1.0879210662841956,-0.28235633850096065,3.6124853134155046
2022-12-02,-1.7132891082763422,4,12,2,77289820.0,-0.010911183963562686,76.0,2.0,-1.5903712463378952,11.441372566223151,-2.5432839584350404,-8.065057601928686,-1.0879210662841956,-0.28235633850096065
2022-12-05,-10.218887481689478,0,12,5,77972220.0,-0.014193941548383902,68.0,-8.0,-1.7132891082763422,-1.5903712463378952,11.441372566223151,-2.5432839584350404,-8.065057601928686,-1.0879210662841956
2022-12-06,-7.493948860168473,1,12,6,65927900.0,0.0005595686234612557,65.0,-3.0,-10.218887481689478,-1.7132891082763422,-1.5903712463378952,11.441372566223151,-2.5432839584350404,-8.065057601928686
2022-12-07,-3.016799774169897,2,12,7,60737910.0,0.0027760952957803925,62.0,-3.0,-7.493948860168473,-10.218887481689478,-1.7132891082763422,-1.5903712463378952,11.441372566223151,-2.5432839584350404
2022-12-08,1.4453775787353607,3,12,8,81447730.0,-0.0042209113100082005,58.0,-4.0,-3.016799774169897,-7.493948860168473,-10.218887481689478,-1.7132891082763422,-1.5903712463378952,11.441372566223151
2022-12-09,-3.355349273681668,4,12,9,75405840.0,0.012131846096001942,56.0,-2.0,1.4453775787353607,-3.016799774169897,-7.493948860168473,-10.218887481689478,-1.7132891082763422,-1.5903712463378952
2022-12-12,3.817885589599598,0,12,12,123782500.0,-0.020523919695499663,52.0,-4.0,-3.355349273681668,1.4453775787353607,-3.016799774169897,-7.493948860168473,-10.218887481689478,-1.7132891082763422
2022-12-13,2.3782393646240507,1,12,13,108111300.0,-0.005533299949924979,57.0,5.0,3.817885589599598,-3.355349273681668,1.4453775787353607,-3.016799774169897,-7.493948860168473,-10.218887481689478
2022-12-14,-4.600518798828148,2,12,14,117705900.0,-0.011985730051587444,59.0,2.0,2.3782393646240507,3.817885589599598,-3.355349273681668,1.4453775787353607,-3.016799774169897,-7.493948860168473
2022-12-15,-10.28183471679688,3,12,15,119858000.0,-0.0049834320452945054,61.0,2.0,-4.600518798828148,2.3782393646240507,3.817885589599598,-3.355349273681668,1.4453775787353607,-3.016799774169897
2022-12-16,-8.042121391296405,4,12,16,79878100.0,-0.009078469554234107,60.0,-1.0,-10.28183471679688,-4.600518798828148,2.3782393646240507,3.817885589599598,-3.355349273681668,1.4453775787353607
2022-12-19,-4.722822647094745,0,12,19,74427240.0,0.0034424764807904616,44.0,-16.0,-8.042121391296405,-10.28183471679688,-4.600518798828148,2.3782393646240507,3.817885589599598,-3.355349273681668
2022-12-20,-0.3038072204589639,1,12,20,78167370.0,0.007715609869766766,40.0,-4.0,-4.722822647094745,-8.042121391296405,-10.28183471679688,-4.600518798828148,2.3782393646240507,3.817885589599598
2022-12-21,3.4684395599365416,2,12,21,100120900.0,-0.0061199831897457025,38.0,-2.0,-0.3038072204589639,-4.722822647094745,-8.042121391296405,-10.28183471679688,-4.600518798828148,2.3782393646240507
2022-12-22,-6.83621147155759,3,12,22,59857330.0,0.008513749967355377,39.0,1.0,3.4684395599365416,-0.3038072204589639,-4.722822647094745,-8.042121391296405,-10.28183471679688,-4.600518798828148
