Date,residuals,dow,month,dom,yest_volume,yest_p_diff,CNN-2,CNN-dif-2,y_lag_1,y_lag_2,y_lag_3,y_lag_4,y_lag_5,y_lag_6
2022-10-11,-5.396471748352042,1,10,11,76991800.0,-0.004515369082342421,19.0,-1.0,-6.762896041870135,-13.85169979095457,-6.423810768127453,-4.54739681243899,8.720005722045926,5.475232467651381
2022-10-12,-5.8044027709960915,2,10,12,147254500.0,0.045809765827800206,17.0,-2.0,-5.396471748352042,-6.762896041870135,-13.85169979095457,-6.423810768127453,-4.54739681243899,8.720005722045926
2022-10-13,5.315953941345242,3,10,13,123737000.0,-0.030534351145038212,16.0,-1.0,-5.8044027709960915,-5.396471748352042,-6.762896041870135,-13.85169979095457,-6.423810768127453,-4.54739681243899
2022-10-14,-13.00414573669434,4,10,14,93168230.0,0.007660432909874059,19.0,3.0,5.315953941345242,-5.8044027709960915,-5.396471748352042,-6.762896041870135,-13.85169979095457,-6.423810768127453
2022-10-17,5.6309254837036065,0,10,17,97162850.0,-0.010777894538301943,16.0,-3.0,-13.00414573669434,5.315953941345242,-5.8044027709960915,-5.396471748352042,-6.762896041870135,-13.85169979095457
2022-10-18,1.5840262222289994,1,10,18,79746860.0,-0.0013297150610583693,23.0,7.0,5.6309254837036065,-13.00414573669434,5.315953941345242,-5.8044027709960915,-5.396471748352042,-6.762896041870135
2022-10-19,-4.620965003967285,2,10,19,88283090.0,-0.00717002818751525,29.0,6.0,1.5840262222289994,5.6309254837036065,-13.00414573669434,5.315953941345242,-5.8044027709960915,-5.396471748352042
2022-10-20,-4.66047843933103,3,10,20,131038400.0,0.024499719468861085,29.0,0.0,-4.620965003967285,1.5840262222289994,5.6309254837036065,-13.00414573669434,5.315953941345242,-5.8044027709960915
2022-10-21,5.618074455261251,4,10,21,85436910.0,0.007865494760735921,39.0,10.0,-4.66047843933103,-4.620965003967285,1.5840262222289994,5.6309254837036065,-13.00414573669434,5.315953941345242
2022-10-24,2.655060882568364,0,10,24,78846350.0,0.015925387093422,44.0,5.0,5.618074455261251,-4.66047843933103,-4.620965003967285,1.5840262222289994,5.6309254837036065,-13.00414573669434
2022-10-25,2.579444808959977,1,10,25,104087300.0,0.0010470655986596965,47.0,3.0,2.655060882568364,5.618074455261251,-4.66047843933103,-4.620965003967285,1.5840262222289994,5.6309254837036065
2022-10-26,-4.307173233032245,2,10,26,81971760.0,-0.008132006947734026,51.0,4.0,2.579444808959977,2.655060882568364,5.618074455261251,-4.66047843933103,-4.620965003967285,1.5840262222289994
2022-10-27,-4.444840927124005,3,10,27,100302000.0,0.023520641612256383,54.0,3.0,-4.307173233032245,2.579444808959977,2.655060882568364,5.618074455261251,-4.66047843933103,-4.620965003967285
2022-10-28,6.796464462280255,4,10,28,96631260.0,-0.0005955309287693695,55.0,1.0,-4.444840927124005,-4.307173233032245,2.579444808959977,2.655060882568364,5.618074455261251,-4.66047843933103
2022-10-31,-3.869699516296407,0,10,31,85407600.0,-0.014615624674919392,57.0,2.0,6.796464462280255,-4.444840927124005,-4.307173233032245,2.579444808959977,2.655060882568364,5.618074455261251
2022-11-01,-4.943056564331073,1,11,1,126990400.0,-0.02408835062821771,64.0,7.0,-3.869699516296407,6.796464462280255,-4.444840927124005,-4.307173233032245,2.579444808959977,2.655060882568364
2022-11-02,-12.715430145263667,2,11,2,87100120.0,-0.0012263820382199511,64.0,0.0,-4.943056564331073,-3.869699516296407,6.796464462280255,-4.444840927124005,-4.307173233032245,2.579444808959977
2022-11-03,-9.562246551513681,3,11,3,103505200.0,-0.0017271157167529619,55.0,-9.0,-12.715430145263667,-4.943056564331073,-3.869699516296407,6.796464462280255,-4.444840927124005,-4.307173233032245
2022-11-04,1.2372156143188704,4,11,4,68286950.0,0.0058955125674431084,56.0,1.0,-9.562246551513681,-12.715430145263667,-4.943056564331073,-3.869699516296407,6.796464462280255,-4.444840927124005
