Date,Volume,dow,month,dom,yest_p_diff,ten,hike_prob,cut_prob,dollar,oil_price,oil_change,CPI,job_1,job_2,job_3,CNN,CNN_dif,y_lag_1,y_lag_2,y_lag_3,y_lag_4,y_lag_5,y_lag_6,tom_diff
2017-09-05,90176820.0,1.0,9.0,5.0,,2.063,0.0,0.0,92.22,462353.0,4580.0,1.94,,,,,,,,,,,,
2017-09-06,57577360.0,2.0,9.0,6.0,0.00024301336088683456,2.106,0.0,1.4,92.18,462353.0,4580.0,1.94,,,,,,,,,,,,
2017-09-07,57769340.0,3.0,9.0,7.0,-0.001539271674118936,2.042,0.0,1.4,91.46,462353.0,4580.0,1.94,,,,,,,,,,,,
2017-09-08,63733100.0,4.0,9.0,8.0,0.00016221916303038597,2.054,0.0,1.4,91.35,468241.0,5888.0,1.94,,,,,,,,,,,,
2017-09-11,71248670.0,0.0,9.0,11.0,0.004694835748523474,2.134,0.0,1.4,91.91,468241.0,5888.0,1.94,,,,,,,,,,,,
2017-09-12,56617170.0,1.0,9.0,12.0,0.0016796640120446682,2.167,0.0,1.4,91.89,468241.0,5888.0,1.94,,,,,,,,,,,,
2017-09-13,58999620.0,2.0,9.0,13.0,0.001798776793293655,2.194,0.0,1.4,92.4,468241.0,5888.0,1.94,,,,,,,,,,,,
2017-09-14,94415520.0,3.0,9.0,14.0,0.001159582519903779,2.187,0.0,1.4,91.99,468241.0,5888.0,1.94,,,,,,,,,,,,
2017-09-15,94195140.0,4.0,9.0,15.0,0.0020065009593963623,2.202,0.0,1.4,91.87,472832.0,4591.0,1.94,,,,,,,,,,,,
2017-09-18,46389770.0,0.0,9.0,18.0,0.0004404933424666524,2.225,0.0,1.4,91.97,472832.0,4591.0,1.94,,,,,,,,,,,,
2017-09-19,46977870.0,1.0,9.0,19.0,-0.0001200144033646211,2.246,1.4,0.0,91.84,472832.0,4591.0,1.94,,,,,,,,,,,,
2017-09-20,59451260.0,2.0,9.0,20.0,-3.99904020014219e-05,2.273,0.0,1.4,92.63,472832.0,4591.0,1.94,,,,,,,,,,,,
2017-09-21,48070470.0,3.0,9.0,21.0,-0.0019647940061986446,2.278,4.0,0.0,92.15,472832.0,4591.0,1.94,,,,,,,,,,,,
2017-09-22,51187270.0,4.0,9.0,22.0,0.0015635022427886724,2.253,4.0,0.0,92.17,470986.0,-1846.0,1.94,,,,,,,,,,,,
2017-09-25,56897290.0,0.0,9.0,25.0,-0.0008837825735099614,2.222,4.0,0.0,92.61,470986.0,-1846.0,1.94,,,,,,,,,,,,
2017-09-26,54025690.0,1.0,9.0,26.0,-0.001365023315884173,2.236,2.0,0.0,93.07,470986.0,-1846.0,1.94,,,,,,,,,,,,
2017-09-27,80720860.0,2.0,9.0,27.0,0.0006798640242777765,2.31,2.0,0.0,93.43,470986.0,-1846.0,1.94,,,,,,,,,,,,
2017-09-28,44658490.0,3.0,9.0,28.0,0.002476532943546772,2.309,2.0,0.0,93.17,470986.0,-1846.0,1.94,,,,,,,,,,,,
2017-09-29,85201140.0,4.0,9.0,29.0,0.0035425706300884485,2.339,2.0,0.0,93.08,464963.0,-6023.0,1.94,,,,,,,,,,,,
2017-10-02,58696810.0,0.0,10.0,2.0,0.003289473708719015,2.341,1.5,0.0,93.64,464963.0,-6023.0,2.23,,,,,,,,,,,,
2017-10-03,66628100.0,1.0,10.0,3.0,0.0015819030813872814,2.325,1.5,0.0,93.58,464963.0,-6023.0,2.23,,,,,,,,,,,,
2017-10-04,55799300.0,2.0,10.0,4.0,0.0018565334612503648,2.323,1.5,0.0,93.52,464963.0,-6023.0,2.23,,,,,,,,,,,,
2017-10-05,63350340.0,3.0,10.0,5.0,0.004398020915687084,2.348,1.5,0.0,93.91,464963.0,-6023.0,2.23,,,,,,,,,,,,
2017-10-06,80525280.0,4.0,10.0,6.0,0.0008648818475194275,2.361,1.5,0.0,93.8,462216.0,-2747.0,2.23,,,,,,,,,,,,
2017-10-09,35697230.0,0.0,10.0,9.0,-0.0026776925660669804,2.361,1.5,0.0,93.72,462216.0,-2747.0,2.23,,,,,,,,,,,,
2017-10-10,42854370.0,1.0,10.0,10.0,7.854842260712758e-05,2.355,1.5,0.0,93.22,462216.0,-2747.0,2.23,,,,,,,,,,,,
2017-10-11,47496390.0,2.0,10.0,11.0,0.00199984316714108,2.353,0.0,0.0,92.92,462216.0,-2747.0,2.23,,,,,,,,,,,,
2017-10-12,46825470.0,3.0,10.0,12.0,-7.854225259507075e-05,2.323,1.5,0.0,93.1,462216.0,-2747.0,2.23,,,,,,,,,,,,
2017-10-13,55027240.0,4.0,10.0,13.0,-0.0007452441495843232,2.275,1.5,0.0,93.09,456485.0,-5731.0,2.23,,,,,,,,,,,,
2017-10-16,38097990.0,0.0,10.0,16.0,0.00031336912070401013,2.305,1.5,0.0,93.29,456485.0,-5731.0,2.23,,,,,,,,,,,,
2017-10-17,31446710.0,1.0,10.0,17.0,0.0009394449298270047,2.302,0.0,0.0,93.46,456485.0,-5731.0,2.23,,,,,,,,,,,,
2017-10-18,40613860.0,2.0,10.0,18.0,-0.0007038948824629188,2.345,1.5,0.0,93.42,456485.0,-5731.0,2.23,,,,,,,,,,,,
2017-10-19,61697310.0,3.0,10.0,19.0,0.0037530786357820034,2.312,1.5,0.0,93.14,456485.0,-5731.0,2.23,,,,,,,,,,,,
2017-10-20,89064780.0,4.0,10.0,20.0,0.0015946482308208942,2.383,1.5,0.0,93.7,457341.0,856.0,2.23,,,,,,,,,,,,
2017-10-23,63838430.0,0.0,10.0,23.0,-0.0053492640145123005,2.37,1.5,0.0,93.8,457341.0,856.0,2.23,,,,,,,,,,,,
2017-10-24,65036180.0,1.0,10.0,24.0,-0.0001559089432703331,2.421,1.5,0.0,93.97,457341.0,856.0,2.23,,,,,,,,,,,,
2017-10-25,103485100.0,2.0,10.0,25.0,-0.0034862314350903034,2.435,1.5,0.0,93.59,457341.0,856.0,2.23,,,,,,,,,,,,
2017-10-26,69643520.0,3.0,10.0,26.0,-0.0014474610798060894,2.463,1.5,0.0,94.76,457341.0,856.0,2.23,,,,,,,,,,,,
2017-10-27,85252510.0,4.0,10.0,27.0,0.004811610095202923,2.416,1.5,0.0,94.92,454906.0,-2435.0,2.23,,,,,,,,,,,,
2017-10-30,54223350.0,0.0,10.0,30.0,-0.001246348605491221,2.37,1.0,0.0,94.46,454906.0,-2435.0,2.23,,,,,,,,,,,,
2017-10-31,59193910.0,1.0,10.0,31.0,-0.00011666342470562086,2.378,2.0,0.0,94.54,454906.0,-2435.0,2.23,,,,,,,,,,,,
2017-11-01,54104920.0,2.0,11.0,1.0,-0.0021360053215175867,2.372,1.5,0.0,94.75,454906.0,-2435.0,2.04,,,,,,,,,,,,
2017-11-02,56264600.0,3.0,11.0,2.0,0.0006987848901189864,2.349,98.2,0.0,94.71,454906.0,-2435.0,2.04,,,,,,,,,,,,
2017-11-03,59484150.0,4.0,11.0,3.0,0.0026310698594897985,2.333,100.0,0.0,94.94,457143.0,2237.0,2.04,,,,,,,,,,,,
2017-11-06,49529150.0,0.0,11.0,6.0,0.0021247826516628265,2.318,100.0,0.0,94.74,457143.0,2237.0,2.04,,,,,,,,,,,,
2017-11-07,57178400.0,1.0,11.0,7.0,-0.001159778912551701,2.316,100.0,0.0,94.85,457143.0,2237.0,2.04,,,,,,,,,,,,
2017-11-08,50277640.0,2.0,11.0,8.0,0.0024699934292584658,2.334,100.0,0.0,94.88,457143.0,2237.0,2.04,,,,,,,,,,,,
2017-11-09,94490930.0,3.0,11.0,9.0,0.001704303314909339,2.34,100.0,0.0,94.53,457143.0,2237.0,2.04,,,,,,,,,,,,
2017-11-10,59830970.0,4.0,11.0,10.0,0.0013948623090982437,2.402,100.0,0.0,94.39,458997.0,1854.0,2.04,,,,,,,,,,,,
2017-11-13,50040800.0,0.0,11.0,13.0,0.0039484379813075066,2.407,100.0,0.0,94.52,458997.0,1854.0,2.04,,,,,,,,,,,,
2017-11-14,61082090.0,1.0,11.0,14.0,0.0012416094541549683,2.375,100.0,0.0,93.83,458997.0,1854.0,2.04,,,,,,,,,,,,
2017-11-15,80248990.0,2.0,11.0,15.0,-0.0007019185577519238,2.326,100.0,0.0,93.9,458997.0,1854.0,2.04,,,,,,,,,,,,
2017-11-16,67487850.0,3.0,11.0,16.0,0.004253344610333443,2.375,100.0,0.0,93.91,458997.0,1854.0,2.04,,,,,,,,,,,,
2017-11-17,75679800.0,4.0,11.0,17.0,-0.0013961064396426082,2.345,100.0,0.0,93.66,457142.0,-1855.0,2.04,,,,,,,,,,,,
2017-11-20,47835520.0,0.0,11.0,20.0,0.0006194347515702248,2.367,100.0,0.0,94.06,457142.0,-1855.0,2.04,,,,,,,,,,,,
2017-11-21,68920380.0,1.0,11.0,21.0,0.003115504514425993,2.358,100.0,0.0,93.98,457142.0,-1855.0,2.04,,,,,,,,,,,,
2017-11-22,44890370.0,2.0,11.0,22.0,-0.0009239297942258418,2.321,100.0,0.0,93.25,457142.0,-1855.0,2.04,,,,,,,,,,,,
2017-11-24,27856510.0,4.0,11.0,24.0,0.00015363343118224293,2.34,100.0,0.0,92.78,453713.0,-3429.0,2.04,,,,,,,,,,,,
2017-11-27,52070370.0,0.0,11.0,27.0,-0.0006916957790963352,2.331,100.0,0.0,92.9,453713.0,-3429.0,2.04,,,,,,,,,,,,
2017-11-28,98662580.0,1.0,11.0,28.0,0.008026781491935253,2.326,100.0,0.0,93.22,453713.0,-3429.0,2.04,,,,,,,,,,,,
2017-11-29,77179920.0,2.0,11.0,29.0,-0.0011800084030255675,2.388,100.0,0.0,93.26,453713.0,-3429.0,2.04,,,,,,,,,,,,
2017-11-30,126401000.0,3.0,11.0,30.0,0.004716803319752216,2.415,100.0,0.0,93.07,453713.0,-3429.0,2.04,,,,,,,,,,,,
2017-12-01,163874800.0,4.0,12.0,1.0,-0.001134387101046741,2.363,100.0,0.0,92.89,448103.0,-5610.0,2.2,,,,,,,,,,,,
2017-12-04,93827280.0,0.0,12.0,4.0,-0.008215340785682201,2.372,100.0,0.0,93.08,448103.0,-5610.0,2.2,,,,,,,,,,,,
2017-12-05,77839930.0,1.0,12.0,5.0,-0.004711425397545099,2.353,100.0,0.0,93.32,448103.0,-5610.0,2.2,,,,,,,,,,,,
2017-12-06,75513050.0,2.0,12.0,6.0,0.0014055614592507482,2.34,100.0,0.0,93.52,448103.0,-5610.0,2.2,,,,,,,,,,,,
2017-12-07,76832360.0,3.0,12.0,7.0,0.0037111372221261263,2.362,100.0,0.0,93.75,448103.0,-5610.0,2.2,,,,,,,,,,,,
2017-12-08,76301480.0,4.0,12.0,8.0,0.001958495005965233,2.378,100.0,0.0,93.9,442986.0,-5117.0,2.2,,,,,,,,,,,,
2017-12-11,82848590.0,0.0,12.0,11.0,0.002741166390478611,2.39,100.0,0.0,93.93,442986.0,-5117.0,2.2,,,,,,,,,,,,
2017-12-12,84494560.0,1.0,12.0,12.0,0.0007871654815971851,2.403,100.0,0.0,94.09,442986.0,-5117.0,2.2,,,,,,,,,,,,
2017-12-13,102819600.0,2.0,12.0,13.0,-0.0011621367884799838,2.348,100.0,0.0,93.47,442986.0,-5117.0,2.2,,,,,,,,,,,,
2017-12-14,99647210.0,3.0,12.0,14.0,-0.0053828200325369835,2.349,0.0,0.0,93.69,442986.0,-5117.0,2.2,,,,,,,,,,,,
2017-12-15,142356000.0,4.0,12.0,15.0,0.0039773364551365376,2.351,2.1,0.0,93.93,436491.0,-6495.0,2.2,,,,,,,,,,,,
2017-12-18,83360810.0,0.0,12.0,18.0,0.0003728560695890337,2.394,2.1,0.0,93.69,436491.0,-6495.0,2.2,,,,,,,,,,,,
2017-12-19,78001550.0,1.0,12.0,19.0,-0.004903245251625776,2.459,0.0,0.0,93.45,436491.0,-6495.0,2.2,,,,,,,,,,,,
2017-12-20,76604710.0,2.0,12.0,20.0,-0.004643673077225685,2.497,2.1,0.0,93.35,436491.0,-6495.0,2.2,,,,,,,,,,,,
2017-12-21,65925710.0,3.0,12.0,21.0,-0.0005979519919492304,2.484,0.0,0.0,93.3,436491.0,-6495.0,2.2,,,,,,,,,,,,
2017-12-22,78657310.0,4.0,12.0,22.0,-0.00033643603092059493,2.485,2.1,0.0,93.35,431882.0,-4609.0,2.2,,,,,,,,,,,,
2017-12-26,45106430.0,1.0,12.0,26.0,0.0005239716847427189,2.474,2.1,0.0,93.3,431882.0,-4609.0,2.2,,,,,,,,,,,,
2017-12-27,57677280.0,2.0,12.0,27.0,-0.00022445009381044656,2.412,0.0,0.0,93.0,431882.0,-4609.0,2.2,,,,,,,,,,,,
2017-12-28,44797000.0,3.0,12.0,28.0,-7.466308306902647e-05,2.434,0.0,0.0,92.67,431882.0,-4609.0,2.2,,,,,,,,,,,,
2017-12-29,95651160.0,4.0,12.0,29.0,-0.00625796290114522,2.405,0.0,0.0,92.12,424463.0,-7419.0,2.2,,,,,,,,,,,,
2018-01-02,86408820.0,1.0,1.0,2.0,0.0034602077212184668,2.461,1.6,0.0,91.85,424463.0,-7419.0,2.11,,,,,,,,,,,,
2018-01-03,89133670.0,2.0,1.0,3.0,0.005582874175161123,2.445,0.5,0.0,92.19,424463.0,-7419.0,2.11,,,,,,,,,,,,
2018-01-04,80455860.0,3.0,1.0,4.0,0.0015095173148438334,2.453,0.5,0.0,91.86,424463.0,-7419.0,2.11,,,,,,,,,,,,
2018-01-05,82724160.0,4.0,1.0,5.0,0.0033282130025327206,2.476,0.5,0.0,91.95,419515.0,-4948.0,2.11,,,,,,,,,,,,
2018-01-08,57116850.0,0.0,1.0,8.0,0.002226927550509572,2.482,1.5,0.0,92.34,419515.0,-4948.0,2.11,252000.0,1971000.0,248750.0,,,,,,,,,
2018-01-09,57114650.0,1.0,1.0,9.0,0.0005099439295008779,2.551,1.5,0.0,92.52,419515.0,-4948.0,2.11,252000.0,1971000.0,248750.0,,,,,,,,,
2018-01-10,69394220.0,2.0,1.0,10.0,0.0016051364364102483,2.559,1.5,0.0,92.35,419515.0,-4948.0,2.11,252000.0,1971000.0,248750.0,,,,,,,,,
2018-01-11,62236650.0,3.0,1.0,11.0,0.004961610771715641,2.537,1.5,0.0,91.9,419515.0,-4948.0,2.11,252000.0,1971000.0,248750.0,,,,,,,,,
2018-01-12,90463870.0,4.0,1.0,12.0,0.005397236440330744,2.55,1.5,0.0,90.97,412654.0,-6861.0,2.11,252000.0,1971000.0,248750.0,,,,,,,,,
2018-01-16,106269200.0,1.0,1.0,16.0,-0.00859298836439848,2.539,1.5,0.0,90.4,412654.0,-6861.0,2.11,230000.0,1972000.0,245250.0,,,,,,,,,
2018-01-17,112844200.0,2.0,1.0,17.0,0.0056507280096411705,2.587,1.5,0.0,90.98,412654.0,-6861.0,2.11,230000.0,1972000.0,245250.0,,,,,,,,,
2018-01-18,100397600.0,3.0,1.0,18.0,-0.0012180268531665206,2.624,1.5,0.0,90.48,412654.0,-6861.0,2.11,230000.0,1972000.0,245250.0,,,,,,,,,
2018-01-19,141303100.0,4.0,1.0,19.0,0.0021753860637545586,2.661,1.5,0.0,90.57,411583.0,-1071.0,2.11,230000.0,1972000.0,245250.0,,,,,,,,,
2018-01-22,91146870.0,0.0,1.0,22.0,0.008914358913898468,2.656,1.5,0.0,90.39,411583.0,-1071.0,2.11,231000.0,1990000.0,240250.0,,,,,,,,,
2018-01-23,96892090.0,1.0,1.0,23.0,0.0019414734560996294,2.617,1.5,0.0,90.1,411583.0,-1071.0,2.11,231000.0,1990000.0,240250.0,,,,,,,,,
2018-01-24,134617200.0,2.0,1.0,24.0,-0.0029663112945854664,2.648,1.5,0.0,89.24,411583.0,-1071.0,2.11,231000.0,1990000.0,240250.0,,,,,,,,,
2018-01-25,84342320.0,3.0,1.0,25.0,-0.0030356512870639563,2.624,5.7,0.0,89.46,411583.0,-1071.0,2.11,231000.0,1990000.0,240250.0,,,,,,,,,
2018-01-26,107598800.0,4.0,1.0,26.0,0.008130365051329136,2.66,3.6,0.0,89.07,418359.0,6776.0,2.11,231000.0,1990000.0,240250.0,,,,,,,,,
2018-01-29,89891820.0,0.0,1.0,29.0,-0.004390894901007414,2.699,4.1,0.0,89.35,418359.0,6776.0,2.11,228000.0,1985000.0,235250.0,,,,,,,,,
2018-01-30,131479000.0,1.0,1.0,30.0,-0.0029812606517225504,2.724,5.2,0.0,89.18,418359.0,6776.0,2.11,228000.0,1985000.0,235250.0,,,,,,,,,
2018-01-31,118655600.0,2.0,1.0,31.0,-0.002944306470453739,2.713,4.1,0.0,89.11,418359.0,6776.0,2.11,228000.0,1985000.0,235250.0,,,,,,,,,
2018-02-01,89757330.0,3.0,2.0,1.0,0.0018112082034349442,2.782,83.1,0.0,88.65,418359.0,6776.0,2.07,228000.0,1985000.0,235250.0,,,,,,,,,
2018-02-02,172897100.0,4.0,2.0,2.0,-0.016808858141303062,2.841,77.5,0.0,89.19,420254.0,1895.0,2.07,228000.0,1985000.0,235250.0,,,,,,,,,
2018-02-05,292453400.0,0.0,2.0,5.0,-0.03607017174363136,2.709,77.5,0.0,89.64,420254.0,1895.0,2.07,224000.0,1996000.0,228250.0,,,,,,,,,
2018-02-06,353681700.0,1.0,2.0,6.0,0.03414706513285637,2.805,69.0,0.0,89.67,420254.0,1895.0,2.07,224000.0,1996000.0,228250.0,,,,,,,,,
2018-02-07,166678000.0,2.0,2.0,7.0,-0.0031008331570774317,2.834,71.9,0.0,90.34,420254.0,1895.0,2.07,224000.0,1996000.0,228250.0,,,,,,,,,
2018-02-08,244841900.0,3.0,2.0,8.0,-0.040290337055921555,2.828,77.5,0.0,90.28,420254.0,1895.0,2.07,224000.0,1996000.0,228250.0,,,,,,,,,
2018-02-09,283273100.0,4.0,2.0,9.0,0.00267686415463686,2.857,77.5,0.0,90.44,422095.0,1841.0,2.07,224000.0,1996000.0,228250.0,,,,,,,,,
2018-02-12,140752800.0,0.0,2.0,12.0,0.005690811667591333,2.859,77.5,0.0,90.11,422095.0,1841.0,2.07,225000.0,1959000.0,227000.0,,,,,,,,,
2018-02-13,81055770.0,1.0,2.0,13.0,0.007631578948348761,2.833,77.5,0.0,89.74,422095.0,1841.0,2.07,225000.0,1959000.0,227000.0,,,,,,,,,
2018-02-14,120406400.0,2.0,2.0,14.0,0.019585296511650085,2.913,77.5,0.0,89.01,422095.0,1841.0,2.07,225000.0,1959000.0,227000.0,,,,,,,,,
2018-02-15,110226800.0,3.0,2.0,15.0,0.005347397644072771,2.906,83.1,0.0,88.62,422095.0,1841.0,2.07,225000.0,1959000.0,227000.0,,,,,,,,,
2018-02-16,160341500.0,4.0,2.0,16.0,0.002892607357352972,2.873,83.1,0.0,89.1,420479.0,-1616.0,2.07,225000.0,1959000.0,227000.0,,,,,,,,,
2018-02-20,85431860.0,1.0,2.0,20.0,-0.0023212970700114965,2.891,81.7273,0.0,89.72,420479.0,-1616.0,2.07,219000.0,1985000.0,224000.0,,,,,,,,,
2018-02-21,97671020.0,2.0,2.0,21.0,-0.006850583013147116,2.952,81.7273,0.0,90.12,420479.0,-1616.0,2.07,219000.0,1985000.0,224000.0,,,,,,,,,
2018-02-22,108484800.0,3.0,2.0,22.0,-0.002588757313787937,2.919,81.7273,0.0,89.71,420479.0,-1616.0,2.07,219000.0,1985000.0,224000.0,,,,,,,,,
2018-02-23,92045650.0,4.0,2.0,23.0,0.010629391297698021,2.866,78.91,0.0,89.88,423498.0,3019.0,2.07,219000.0,1985000.0,224000.0,,,,,,,,,
2018-02-26,85166420.0,0.0,2.0,26.0,0.0070888809859752655,2.864,84.5,0.0,89.87,423498.0,3019.0,2.07,216000.0,1957000.0,221000.0,,,,,,,,,
2018-02-27,98302760.0,1.0,2.0,27.0,-0.013409612700343132,2.901,87.4,0.0,90.36,423498.0,3019.0,2.07,216000.0,1957000.0,221000.0,,,,,,,,,
2018-02-28,121488400.0,2.0,2.0,28.0,-0.014835266396403313,2.864,87.4,0.0,90.66,423498.0,3019.0,2.07,216000.0,1957000.0,221000.0,,,,,,,,,
2018-03-01,176457600.0,3.0,3.0,1.0,-0.013858797028660774,2.811,86.0,0.0,90.24,423498.0,3019.0,2.21,216000.0,1957000.0,221000.0,,,,,,,,,
2018-03-02,138968000.0,4.0,3.0,2.0,0.012189683504402637,2.868,83.1,0.0,89.94,425906.0,2408.0,2.21,216000.0,1957000.0,221000.0,,,,,,,,,
2018-03-05,96744650.0,0.0,3.0,5.0,0.01638561300933361,2.883,86.0,0.0,90.0,425906.0,2408.0,2.21,228000.0,1960000.0,222000.0,,,,,,,,,
2018-03-06,75247670.0,1.0,3.0,6.0,-0.0015391380293294787,2.886,88.8,0.0,89.43,425906.0,2408.0,2.21,228000.0,1960000.0,222000.0,,,,,,,,,
2018-03-07,86910350.0,2.0,3.0,7.0,0.00865166075527668,2.881,86.0,0.0,89.59,425906.0,2408.0,2.21,228000.0,1960000.0,222000.0,,,,,,,,,
2018-03-08,66585910.0,3.0,3.0,8.0,0.0020065668504685163,2.857,86.0,0.0,90.12,425906.0,2408.0,2.21,228000.0,1960000.0,222000.0,,,,,,,,,
2018-03-09,113447100.0,4.0,3.0,9.0,0.01136730331927538,2.896,88.8,0.0,90.09,430928.0,5022.0,2.21,228000.0,1960000.0,222000.0,,,,,,,,,
2018-03-12,71759540.0,0.0,3.0,12.0,-0.00244147633202374,2.866,86.0,0.0,89.89,430928.0,5022.0,2.21,223000.0,1948000.0,221500.0,,,,,,,,,
2018-03-13,89639370.0,1.0,3.0,13.0,-0.011274934746325016,2.844,86.0,0.0,89.69,430928.0,5022.0,2.21,223000.0,1948000.0,221500.0,,,,,,,,,
2018-03-14,105737200.0,2.0,3.0,14.0,-0.009117326699197292,2.819,88.8,0.0,89.71,430928.0,5022.0,2.21,223000.0,1948000.0,221500.0,,,,,,,,,
2018-03-15,80722410.0,3.0,3.0,15.0,-0.0031999999191612005,2.826,88.8,0.0,90.13,430928.0,5022.0,2.21,223000.0,1948000.0,221500.0,,,,,,,,,
2018-03-16,99805450.0,4.0,3.0,16.0,-0.0010940919164568186,2.845,94.4,0.0,90.23,428306.0,-2622.0,2.21,223000.0,1948000.0,221500.0,,,,,,,,,
2018-03-19,108516000.0,0.0,3.0,19.0,-0.010573403909802437,2.855,93.0,0.0,89.9,428306.0,-2622.0,2.21,225000.0,1959000.0,223000.0,,,,,,,,,
2018-03-20,59438810.0,1.0,3.0,20.0,3.69071785826236e-05,2.9,94.4,0.0,90.39,428306.0,-2622.0,2.21,225000.0,1959000.0,223000.0,,,,,,,,,
2018-03-21,78515750.0,2.0,3.0,21.0,-0.0017379728378728032,2.881,97.2,0.0,89.64,428306.0,-2622.0,2.21,225000.0,1959000.0,223000.0,,,,,,,,,
2018-03-22,147715200.0,3.0,3.0,22.0,-0.01608070731163025,2.823,4.1,0.0,89.69,428306.0,-2622.0,2.21,225000.0,1959000.0,223000.0,,,,,,,,,
2018-03-23,183290800.0,4.0,3.0,23.0,-0.023716334253549576,2.813,2.1,0.0,89.48,429949.0,1643.0,2.21,225000.0,1959000.0,223000.0,,,,,,,,,
2018-03-26,141055300.0,0.0,3.0,26.0,0.011240617372095585,2.852,4.1,0.0,89.02,429949.0,1643.0,2.21,221000.0,1917000.0,224250.0,,,,,,,,,
2018-03-27,129121800.0,1.0,3.0,27.0,-0.021373752504587173,2.775,3.1,0.0,89.33,429949.0,1643.0,2.21,221000.0,1917000.0,224250.0,,,,,,,,,
2018-03-28,146259600.0,2.0,3.0,28.0,-0.0035407766699790955,2.783,2.1,0.0,90.08,429949.0,1643.0,2.21,221000.0,1917000.0,224250.0,,,,,,,,,
2018-03-29,123918900.0,3.0,3.0,29.0,0.007714231498539448,2.741,2.1,0.0,90.09,429949.0,1643.0,2.21,221000.0,1917000.0,224250.0,,,,,,,,,
2018-04-02,185059000.0,0.0,4.0,2.0,-0.019730454310774803,2.733,1.6,0.0,90.07,425332.0,-4617.0,2.36,232000.0,1943000.0,225250.0,,,,,,,,,
2018-04-03,119649600.0,1.0,4.0,3.0,0.007286114152520895,2.781,2.6,0.0,90.12,425332.0,-4617.0,2.36,232000.0,1943000.0,225250.0,,,,,,,,,
2018-04-04,123488600.0,2.0,4.0,4.0,0.025838518515229225,2.808,1.6,0.0,90.09,425332.0,-4617.0,2.36,232000.0,1943000.0,225250.0,,,,,,,,,
2018-04-05,80939550.0,3.0,4.0,5.0,0.0003388043842278421,2.834,1.6,0.0,90.36,425332.0,-4617.0,2.36,232000.0,1943000.0,225250.0,,,,,,,,,
2018-04-06,179290700.0,4.0,4.0,6.0,-0.014246110804378986,2.775,3.6,0.0,90.11,428638.0,3306.0,2.36,232000.0,1943000.0,225250.0,,,,,,,,,
2018-04-09,104953500.0,0.0,4.0,9.0,-0.001417624531313777,2.781,1.6,0.0,89.83,428638.0,3306.0,2.36,234000.0,1949000.0,228000.0,,,,,,,,,
2018-04-10,105267300.0,1.0,4.0,10.0,0.003318876028060913,2.801,2.6,0.0,89.57,428638.0,3306.0,2.36,234000.0,1949000.0,228000.0,,,,,,,,,
2018-04-11,91002710.0,2.0,4.0,11.0,0.001099484390579164,2.779,1.6,0.0,89.5,428638.0,3306.0,2.36,234000.0,1949000.0,228000.0,,,,,,,,,
2018-04-12,68430410.0,3.0,4.0,12.0,0.002519459929317236,2.843,2.6,0.0,89.75,428638.0,3306.0,2.36,234000.0,1949000.0,228000.0,,,,,,,,,
2018-04-13,84883690.0,4.0,4.0,13.0,-0.008523477241396904,2.825,0.5,0.0,89.8,427567.0,-1071.0,2.36,234000.0,1949000.0,228000.0,,,,,,,,,
2018-04-16,62762920.0,0.0,4.0,16.0,0.0012344293063506484,2.829,0.5,0.0,89.4,427567.0,-1071.0,2.36,236000.0,1900000.0,230750.0,,,,,,,,,
2018-04-17,64011070.0,1.0,4.0,17.0,0.0031829453073441982,2.83,1.6,0.0,89.49,427567.0,-1071.0,2.36,236000.0,1900000.0,230750.0,,,,,,,,,
2018-04-18,57073780.0,2.0,4.0,18.0,-0.001109508448280394,2.875,1.6,0.0,89.62,427567.0,-1071.0,2.36,236000.0,1900000.0,230750.0,,,,,,,,,
2018-04-19,77570630.0,3.0,4.0,19.0,-0.0028264345601201057,2.914,1.6,0.0,89.9,427567.0,-1071.0,2.36,236000.0,1900000.0,230750.0,,,,,,,,,
2018-04-20,99469420.0,4.0,4.0,20.0,-0.008251753635704517,2.96,1.6,0.0,90.32,429737.0,2170.0,2.36,236000.0,1900000.0,230750.0,,,,,,,,,
2018-04-23,65463180.0,0.0,4.0,23.0,-0.0025884383358061314,2.977,2.6,0.0,90.93,429737.0,2170.0,2.36,207000.0,1827000.0,227250.0,,,,,,,,,
2018-04-24,112734000.0,1.0,4.0,24.0,-0.018062209710478783,3.0,4.7,0.0,90.75,429737.0,2170.0,2.36,207000.0,1827000.0,227250.0,,,,,,,,,
2018-04-25,103238300.0,2.0,4.0,25.0,0.0027311004232615232,3.032,4.7,0.0,91.19,429737.0,2170.0,2.36,207000.0,1827000.0,227250.0,,,,,,,,,
2018-04-26,67441210.0,3.0,4.0,26.0,0.005707634147256613,2.983,6.7,0.0,91.55,429737.0,2170.0,2.36,207000.0,1827000.0,227250.0,,,,,,,,,
2018-04-27,57021920.0,4.0,4.0,27.0,-0.0016506602987647057,2.959,6.7,0.0,91.53,435955.0,6218.0,2.36,207000.0,1827000.0,227250.0,,,,,,,,,
2018-04-30,80475460.0,0.0,4.0,30.0,-0.010396582074463367,2.955,7.2,0.0,91.81,435955.0,6218.0,2.36,209000.0,1834000.0,221500.0,,,,,,,,,
2018-05-01,75986700.0,1.0,5.0,1.0,0.0041889953427016735,2.968,5.7,0.0,92.48,435955.0,6218.0,2.46,209000.0,1834000.0,221500.0,,,,,,,,,
